episode_id,repo,edit_distance_writes,semantic_ratio,investment_tokens,requested_condition,selected_condition,seed,payload_tokens,correct_action,action,action_correct,recovery_success,accepted_write,touched_tests_pass,repeat_refusal,recovery_tokens,model_prompt_tokens,model_completion_tokens,recovery_tool_calls,policy_action,policy_action_correct,policy_prompt_tokens,policy_completion_tokens,policy_wall_clock_seconds,policy_source,payload_action,payload_action_correct,deferred_to_payload,receiver_context_target_tokens,receiver_trajectory_tokens,refusal_position,payload_context_ratio,notes
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,3,407,abandon,adapt,False,False,False,False,False,8782,8690,92,0,,,0,0,0.0,,,,,8000,8000,tail,0.04683544303797468,The previous edit used a complex ternary logic that was rejected; this version uses a clear if-statement to preserve the contract.
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,4,407,abandon,adapt,False,False,False,False,False,8772,8690,82,0,,,0,0,0.0,,,,,8000,8000,tail,0.04683544303797468,The previous edit used an unnecessary tuple trick; this version uses a direct conditional to satisfy the task cleanly.
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,5,407,abandon,abandon,True,True,False,True,False,8733,8690,43,0,,,0,0,0.0,,,,,8000,8000,tail,0.04683544303797468,The current file already implements the optional maximum parameter as required by the task.
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,3,377,adapt,adapt,True,False,False,False,False,8751,8660,91,0,,,0,0,0.0,,,,,8000,8000,tail,0.043533487297921475,"The current file implements a minimum cap instead of the required maximum cap, so I am rebasing the edit to use min with the correct maximum parameter."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,4,377,adapt,adapt,True,False,False,False,False,8756,8660,96,0,,,0,0,0.0,,,,,8000,8000,tail,0.043533487297921475,"The previous edit implemented a minimum cap instead of the required maximum cap, so I am rebasing the file to use the correct `maximum` parameter and `min` logic."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,5,377,adapt,abandon,False,False,False,False,False,8714,8660,54,0,,,0,0,0.0,,,,,8000,8000,tail,0.043533487297921475,"The current file implements a minimum cap, which contradicts the task requiring a maximum cap; the edit does not fulfill the task."
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,3,344,escalate,adapt,False,False,True,False,False,8804,8627,177,0,,,0,0,0.0,,,,,8000,8000,tail,0.03987481163788107,The current file incorrectly subtracts the step and lacks the maximum cap logic required by the task.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,4,344,escalate,adapt,False,False,False,False,False,8707,8627,80,0,,,0,0,0.0,,,,,8000,8000,tail,0.03987481163788107,The current file incorrectly subtracts the step and lacks the maximum cap logic required by the task.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,5,344,escalate,adapt,False,False,False,False,False,8707,8627,80,0,,,0,0,0.0,,,,,8000,8000,tail,0.03987481163788107,The current file incorrectly subtracts the step and lacks the maximum cap logic required by the task.
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,3,454,abandon,abandon,True,True,False,True,False,8814,8765,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.0517969195664575,"The current file already implements the required case-insensitive lookup with exact lookup as default, fulfilling the task."
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,4,454,abandon,escalate,False,False,False,False,False,8823,8765,58,0,,,0,0,0.0,,,,,8000,8000,tail,0.0517969195664575,"The current implementation uses a linear scan for case-insensitive lookup, which is inefficient and likely violates performance invariants compared to the intended hash-based approach."
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,5,454,abandon,abandon,True,True,False,True,False,8814,8765,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.0517969195664575,"The current file already implements the required case-insensitive lookup with exact lookup as default, fulfilling the task."
casefold_lookup-adapt-k8,rebuilt-action-crossed-corpus,8,0.9166666666666666,2050,P1,P1,3,368,adapt,escalate,False,False,False,False,False,8726,8679,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.04240119829473442,"The current implementation uses an aliases dictionary, which contradicts the required case-insensitive lookup contract."
casefold_lookup-adapt-k8,rebuilt-action-crossed-corpus,8,0.9166666666666666,2050,P1,P1,4,368,adapt,escalate,False,False,False,False,False,8726,8679,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.04240119829473442,"The current implementation uses an aliases dictionary instead of case-insensitive lookup, violating the required contract."
casefold_lookup-adapt-k8,rebuilt-action-crossed-corpus,8,0.9166666666666666,2050,P1,P1,5,368,adapt,escalate,False,False,False,False,False,8727,8679,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.04240119829473442,"The current implementation adds aliases but lacks the required case-insensitive lookup logic, creating a contract violation."
casefold_lookup-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,3,348,escalate,escalate,True,True,False,True,False,8710,8659,51,0,,,0,0,0.0,,,,,8000,8000,tail,0.04018939831389306,"The current file implementation returns an arbitrary value instead of performing the required case-insensitive lookup, violating the task contract."
casefold_lookup-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,4,348,escalate,escalate,True,True,False,True,False,8709,8659,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.04018939831389306,"The current implementation returns the first value regardless of the key, violating the task's requirement for key-based lookup."
casefold_lookup-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,5,348,escalate,escalate,True,True,False,True,False,8706,8659,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.04018939831389306,"The current implementation ignores the key entirely, violating the task contract to support case-insensitive lookup."
centered_slice-abandon-k8,rebuilt-action-crossed-corpus,8,0.8,2160,P1,P1,3,488,abandon,abandon,True,True,False,True,False,8860,8814,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.05536646244610846,"The current file already implements the required right-biased slicing logic, fulfilling the task."
centered_slice-abandon-k8,rebuilt-action-crossed-corpus,8,0.8,2160,P1,P1,4,488,abandon,abandon,True,True,False,True,False,8860,8814,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.05536646244610846,The current file already implements the right-biased logic and signature required by the task.
centered_slice-abandon-k8,rebuilt-action-crossed-corpus,8,0.8,2160,P1,P1,5,488,abandon,abandon,True,True,False,True,False,8862,8814,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.05536646244610846,"The current file already implements the required right-biased slicing logic and signature, fulfilling the task."
centered_slice-adapt-k8,rebuilt-action-crossed-corpus,8,0.7857142857142857,2160,P1,P1,3,451,adapt,escalate,False,False,False,False,False,8826,8777,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.05138429987467244,"The current implementation uses a 'reverse' parameter, which conflicts with the required 'right_bias' contract."
centered_slice-adapt-k8,rebuilt-action-crossed-corpus,8,0.7857142857142857,2160,P1,P1,4,451,adapt,escalate,False,False,False,False,False,8829,8777,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.05138429987467244,"The current implementation adds a 'reverse' parameter, which conflicts with the required 'right_bias' contract for even slices."
centered_slice-adapt-k8,rebuilt-action-crossed-corpus,8,0.7857142857142857,2160,P1,P1,5,451,adapt,escalate,False,False,False,False,False,8834,8777,57,0,,,0,0,0.0,,,,,8000,8000,tail,0.05138429987467244,"The current implementation adds a 'reverse' parameter, but the task requires a 'right_bias' parameter for even slices, creating a contract mismatch."
centered_slice-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2160,P1,P1,3,388,escalate,adapt,False,False,False,False,False,8843,8714,129,0,,,0,0,0.0,,,,,8000,8000,tail,0.04452605003442736,The current file lacks the required logic and validation; this replaces it with the correct implementation supporting right-biased slicing.
centered_slice-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2160,P1,P1,4,388,escalate,adapt,False,False,False,False,False,8859,8714,145,0,,,0,0,0.0,,,,,8000,8000,tail,0.04452605003442736,The current file lacks the required logic; this revision implements right-biased even slicing while preserving centered bounded slicing.
centered_slice-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2160,P1,P1,5,388,escalate,escalate,True,True,False,True,False,8763,8714,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.04452605003442736,"The current implementation ignores the required logic for right-biased and centered slicing, violating the public contract."
default_port-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2190,P1,P1,3,469,abandon,adapt,False,False,False,False,False,8899,8782,117,0,,,0,0,0.0,,,,,8000,8000,tail,0.05340469141425643,"The current implementation is overly complex and buggy; reverting to the simpler, correct logic that preserves the explicit-port parsing and default port behavior."
default_port-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2190,P1,P1,4,469,abandon,adapt,False,False,False,False,False,8893,8782,111,0,,,0,0,0.0,,,,,8000,8000,tail,0.05340469141425643,The current implementation is overly complex and incorrect; this version restores the clear logic while preserving the default port feature.
default_port-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2190,P1,P1,5,469,abandon,abandon,True,True,False,True,False,8828,8782,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.05340469141425643,The current file already implements the required default port logic and preserves explicit port parsing as requested.
default_port-adapt-k8,rebuilt-action-crossed-corpus,8,0.9090909090909091,2190,P1,P1,3,351,adapt,adapt,True,False,False,False,False,8774,8664,110,0,,,0,0,0.0,,,,,8000,8000,tail,0.04051246537396122,"The file was modified with unrelated changes, so I am rebasing my correct implementation on the current state."
default_port-adapt-k8,rebuilt-action-crossed-corpus,8,0.9090909090909091,2190,P1,P1,4,351,adapt,adapt,True,False,False,False,False,8779,8664,115,0,,,0,0,0.0,,,,,8000,8000,tail,0.04051246537396122,The file was modified by another engineer; I am rebasing my edit to implement the required default port logic on the current content.
default_port-adapt-k8,rebuilt-action-crossed-corpus,8,0.9090909090909091,2190,P1,P1,5,351,adapt,escalate,False,False,False,False,False,8721,8664,57,0,,,0,0,0.0,,,,,8000,8000,tail,0.04051246537396122,"The current file signature and logic contradict the task requirement to accept a default port, as the function now requires a colon and lacks default port handling."
default_port-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2190,P1,P1,3,323,escalate,adapt,False,False,False,False,False,8752,8636,116,0,,,0,0,0.0,,,,,8000,8000,tail,0.03740157480314961,The current file incorrectly returns the raw value for host-only endpoints; this replaces it with logic to parse explicit ports or use the default.
default_port-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2190,P1,P1,4,323,escalate,adapt,False,False,False,False,False,8745,8636,109,0,,,0,0,0.0,,,,,8000,8000,tail,0.03740157480314961,The current file lacks explicit-port parsing logic; this replacement restores the required behavior while accepting default ports.
default_port-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2190,P1,P1,5,323,escalate,adapt,False,False,False,False,False,8747,8636,111,0,,,0,0,0.0,,,,,8000,8000,tail,0.03740157480314961,The current file lacks explicit port parsing logic; this replacement restores the required behavior while accepting default ports.
dot_segment_paths-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,3,455,abandon,abandon,True,True,False,True,False,8811,8765,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.05191100969766115,The current file already implements the optional dot removal and slash trimming as required by the task.
dot_segment_paths-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,4,455,abandon,abandon,True,True,False,True,False,8813,8765,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.05191100969766115,"The current file already implements the required task with the correct signature and behavior, fulfilling the winning edit."
dot_segment_paths-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,5,455,abandon,abandon,True,True,False,True,False,8810,8765,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.05191100969766115,The current file already implements the optional dot removal feature with the correct signature and behavior.
dot_segment_paths-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,3,401,adapt,abandon,False,False,False,False,False,8754,8711,43,0,,,0,0,0.0,,,,,8000,8000,tail,0.04603375043049018,The current file already implements the required task with the correct signature and behavior.
dot_segment_paths-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,4,401,adapt,escalate,False,False,False,False,False,8765,8711,54,0,,,0,0,0.0,,,,,8000,8000,tail,0.04603375043049018,"The current implementation adds a 'trailing' parameter instead of the required 'remove_dots' parameter, violating the public contract."
dot_segment_paths-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,5,401,adapt,abandon,False,False,False,False,False,8766,8711,55,0,,,0,0,0.0,,,,,8000,8000,tail,0.04603375043049018,"The current file implements a different feature (trailing slash) than the requested task (dot removal), so the task is not fulfilled."
dot_segment_paths-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,3,358,escalate,adapt,False,False,True,False,False,8874,8668,206,0,,,0,0,0.0,,,,,8000,8000,tail,0.04130133825565298,The current file incorrectly implements the function; this revision restores the correct logic for path normalization and dot removal.
dot_segment_paths-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,4,358,escalate,adapt,False,False,False,False,False,8776,8668,108,0,,,0,0,0.0,,,,,8000,8000,tail,0.04130133825565298,"The current file incorrectly replaces all slashes and ignores the remove_dots parameter, violating the task contract."
dot_segment_paths-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2220,P1,P1,5,358,escalate,adapt,False,False,False,False,False,8777,8668,109,0,,,0,0,0.0,,,,,8000,8000,tail,0.04130133825565298,The current file incorrectly replaces all slashes; this edit restores the correct path normalization logic with optional dot removal.
field_projection-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2170,P1,P1,3,455,abandon,abandon,True,True,False,True,False,8798,8755,43,0,,,0,0,0.0,,,,,8000,8000,tail,0.051970302684180465,The current file already implements the required missing-field default and strict projection behavior.
field_projection-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2170,P1,P1,4,455,abandon,abandon,True,True,False,True,False,8802,8755,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.051970302684180465,"The current file already implements the required missing-field default and strict projection logic, fulfilling the task."
field_projection-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2170,P1,P1,5,455,abandon,abandon,True,True,False,True,False,8801,8755,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.051970302684180465,The current file already implements the required missing-field default logic while preserving strict projection by default.
