episode_id,repo,edit_distance_writes,semantic_ratio,investment_tokens,requested_condition,selected_condition,seed,payload_tokens,correct_action,action,action_correct,recovery_success,accepted_write,touched_tests_pass,repeat_refusal,recovery_tokens,model_prompt_tokens,model_completion_tokens,recovery_tool_calls,policy_action,policy_action_correct,policy_prompt_tokens,policy_completion_tokens,policy_wall_clock_seconds,policy_source,payload_action,payload_action_correct,deferred_to_payload,receiver_context_target_tokens,receiver_trajectory_tokens,refusal_position,payload_context_ratio,notes
alias_resolution-abandon-k8,rebuilt-action-crossed-corpus,8,0.9375,2360,P1,P1,0,410,abandon,abandon,True,True,False,True,False,8730,8684,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.047213265776140025,"The current file already implements the required chained alias resolution with cycle rejection, fulfilling the task."
alias_resolution-abandon-k8,rebuilt-action-crossed-corpus,8,0.9375,2360,P1,P1,1,410,abandon,abandon,True,True,False,True,False,8730,8684,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.047213265776140025,"The current implementation correctly resolves chained aliases and rejects cycles, fulfilling the task without further edits."
alias_resolution-abandon-k8,rebuilt-action-crossed-corpus,8,0.9375,2360,P1,P1,2,410,abandon,escalate,False,False,False,False,False,8745,8684,61,0,,,0,0,0.0,,,,,8000,8000,tail,0.047213265776140025,"The engineer's implementation uses a list for cycle detection which is inefficient compared to a set, and adds unrelated revision constants, requiring manager review to resolve the contract disagreement."
alias_resolution-adapt-k8,rebuilt-action-crossed-corpus,8,0.7692307692307693,2360,P1,P1,0,385,adapt,escalate,False,False,False,False,False,8709,8659,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.0444624090541633,The current implementation fails to resolve chained aliases and conflicts with the task requirement to resolve chains while preserving cycle rejection.
alias_resolution-adapt-k8,rebuilt-action-crossed-corpus,8,0.7692307692307693,2360,P1,P1,1,385,adapt,escalate,False,False,False,False,False,8707,8659,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.0444624090541633,"The engineer added a new parameter and revision constants, creating a contract disagreement with the original task scope."
alias_resolution-adapt-k8,rebuilt-action-crossed-corpus,8,0.7692307692307693,2360,P1,P1,2,385,adapt,escalate,False,False,False,False,False,8706,8659,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.0444624090541633,"The current implementation fails to resolve chained aliases and introduces unexplained revision constants, requiring manager review."
alias_resolution-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2360,P1,P1,0,336,escalate,escalate,True,True,False,True,False,8665,8610,55,0,,,0,0,0.0,,,,,8000,8000,tail,0.03902439024390244,"The current file lacks the required cycle detection logic, and the engineer's edits contradict the task invariant without resolving the core algorithmic requirement."
alias_resolution-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2360,P1,P1,1,336,escalate,escalate,True,True,False,True,False,8660,8610,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.03902439024390244,"The current implementation fails to resolve chained aliases, contradicting the task requirement to resolve chains while preserving cycle rejection."
alias_resolution-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2360,P1,P1,2,336,escalate,escalate,True,True,False,True,False,8660,8610,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.03902439024390244,"The current file lacks cycle detection and chained resolution, contradicting the task requirements and the original implementation's intent."
boolean_parsing-abandon-k8,rebuilt-action-crossed-corpus,8,0.8125,2090,P1,P1,0,470,abandon,abandon,True,True,False,True,False,8804,8759,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.05365909350382464,"The current file already implements case-insensitive parsing with padding support, fulfilling the task."
boolean_parsing-abandon-k8,rebuilt-action-crossed-corpus,8,0.8125,2090,P1,P1,1,470,abandon,abandon,True,True,False,True,False,8804,8759,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.05365909350382464,"The current file already implements case-insensitive parsing with padding support, fulfilling the task."
boolean_parsing-abandon-k8,rebuilt-action-crossed-corpus,8,0.8125,2090,P1,P1,2,470,abandon,abandon,True,True,False,True,False,8804,8759,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.05365909350382464,"The current file already implements case-insensitive parsing with padding support, fulfilling the task."
boolean_parsing-adapt-k8,rebuilt-action-crossed-corpus,8,0.6111111111111112,2090,P1,P1,0,457,adapt,abandon,False,False,False,False,False,8795,8746,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.05225245826663617,"The current file already implements case-insensitive and padded boolean parsing, fulfilling the task without requiring further edits."
boolean_parsing-adapt-k8,rebuilt-action-crossed-corpus,8,0.6111111111111112,2090,P1,P1,1,457,adapt,abandon,False,False,False,False,False,8798,8746,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.05225245826663617,"The current file already implements case-insensitive and padded boolean parsing via the existing logic, fulfilling the task without further edits."
boolean_parsing-adapt-k8,rebuilt-action-crossed-corpus,8,0.6111111111111112,2090,P1,P1,2,457,adapt,adapt,True,True,True,True,False,8982,8746,236,0,,,0,0,0.0,,,,,8000,8000,tail,0.05225245826663617,The edit rebases the case-insensitive and padded normalization onto the current file which added numeric support and revision constants.
boolean_parsing-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2090,P1,P1,0,373,escalate,escalate,True,True,False,True,False,8714,8662,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.043061648580004615,"The current file replaces the required validation logic with a generic bool() call, creating a contract violation that requires manager review."
boolean_parsing-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2090,P1,P1,1,373,escalate,escalate,True,True,False,True,False,8714,8662,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.043061648580004615,"The current file implements a generic bool conversion, violating the task requirement to reject invalid values and preserve specific boolean parsing logic."
boolean_parsing-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2090,P1,P1,2,373,escalate,escalate,True,True,False,True,False,8709,8662,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.043061648580004615,"The current file implementation contradicts the task requirement to reject invalid values, necessitating manager review."
bounded_score-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2080,P1,P1,0,372,abandon,abandon,True,True,False,True,False,8682,8630,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.04310544611819235,"The current file already implements custom score bounds with default 0-to-100 clamping, fulfilling the task."
