episode_id,repo,edit_distance_writes,semantic_ratio,investment_tokens,requested_condition,selected_condition,seed,payload_tokens,correct_action,action,action_correct,recovery_success,accepted_write,touched_tests_pass,repeat_refusal,recovery_tokens,model_prompt_tokens,model_completion_tokens,recovery_tool_calls,policy_action,policy_action_correct,policy_prompt_tokens,policy_completion_tokens,policy_wall_clock_seconds,policy_source,payload_action,payload_action_correct,deferred_to_payload,receiver_context_target_tokens,receiver_trajectory_tokens,refusal_position,payload_context_ratio,notes
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,0,407,abandon,abandon,True,True,False,True,False,8746,8703,43,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,The current file already implements the optional maximum feature as required by the task.
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,1,407,abandon,abandon,True,True,False,True,False,8746,8703,43,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,The current file already implements the optional maximum feature as required by the task.
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,2,407,abandon,abandon,True,True,False,True,False,8748,8703,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,"The current file already implements the optional maximum and preserves existing declarations, fulfilling the task."
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,3,407,abandon,abandon,True,True,False,True,False,8749,8703,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,"The current file already implements the optional maximum logic and preserves existing declarations, fulfilling the task."
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,4,407,abandon,abandon,True,True,False,True,False,8746,8703,43,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,The current file already implements the optional maximum logic as required by the task.
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,5,407,abandon,abandon,True,True,False,True,False,8746,8703,43,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,The current file already implements the optional maximum parameter as required by the task.
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,6,407,abandon,abandon,True,True,False,True,False,8745,8703,42,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,The current file already implements the optional maximum logic required by the task.
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,7,407,abandon,abandon,True,True,False,True,False,8749,8703,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,"The current file already implements the optional maximum logic and preserves existing declarations, fulfilling the task."
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,8,407,abandon,abandon,True,True,False,True,False,8752,8703,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,"The current file already implements the optional maximum logic required by the task, so no further changes are needed."
capped_advance-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,9,407,abandon,abandon,True,True,False,True,False,8750,8703,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.04676548316672412,"The current file already implements the optional maximum logic required by the task, fulfilling the public contract."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,0,377,adapt,escalate,False,False,False,False,False,8724,8673,51,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current implementation uses a 'minimum' parameter, which contradicts the task requirement for a 'maximum' parameter."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,1,377,adapt,abandon,False,False,False,False,False,8725,8673,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current file implements a minimum constraint, which contradicts the task requirement for a maximum constraint, indicating a contract disagreement."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,2,377,adapt,escalate,False,False,False,False,False,8723,8673,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current implementation uses 'minimum' while the task requires 'maximum', creating a contract disagreement requiring manager review."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,3,377,adapt,abandon,False,False,False,False,False,8725,8673,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current file implements a minimum constraint, not the requested maximum, so the task is not fulfilled by the existing code."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,4,377,adapt,adapt,True,True,True,True,False,8853,8673,180,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,The file was updated to use the required 'maximum' parameter instead of 'minimum' while preserving existing declarations.
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,5,377,adapt,abandon,False,False,False,False,False,8727,8673,54,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current file implements a minimum constraint, which contradicts the task requirement for a maximum constraint, necessitating a new implementation attempt."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,6,377,adapt,abandon,False,False,False,False,False,8731,8673,58,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current file implements a minimum constraint instead of the required maximum, but the task is abandoned as the winning edit already fulfills the team's intent."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,7,377,adapt,abandon,False,False,False,False,False,8721,8673,48,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current file already implements the required `minimum` parameter and preserves existing declarations, fulfilling the task."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,8,377,adapt,escalate,False,False,False,False,False,8723,8673,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current implementation uses 'minimum' while the task requires 'maximum', indicating a contract disagreement requiring manager review."
capped_advance-adapt-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,9,377,adapt,abandon,False,False,False,False,False,8725,8673,52,0,,,0,0,0.0,,,,,8000,8000,tail,0.04346823475152773,"The current file implements a minimum constraint, not the requested maximum, but the task is fulfilled by the existing winning edit."
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,0,344,escalate,adapt,False,False,True,False,False,8819,8640,179,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,Rebase the proposed logic to add maximum capping while preserving existing revision constants and fixing the subtraction error.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,1,344,escalate,adapt,False,False,True,False,False,8826,8640,186,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,"The current file incorrectly subtracts the step and lacks maximum capping logic, so I am rebasing the correct implementation while preserving existing declarations."
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,2,344,escalate,adapt,False,False,True,False,False,8814,8640,174,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,Rebase the correct addition logic and maximum cap while preserving the existing revision constants.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,3,344,escalate,adapt,False,False,True,False,False,8824,8640,184,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,The previous edit incorrectly subtracted the step; this version adds the step and correctly applies the maximum cap while preserving existing constants.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,4,344,escalate,adapt,False,False,True,False,False,8817,8640,177,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,The current file incorrectly subtracts the step and lacks the maximum cap logic required by the task.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,5,344,escalate,adapt,False,False,True,False,False,8817,8640,177,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,The current file incorrectly subtracts the step and lacks the maximum cap logic required by the task.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,6,344,escalate,adapt,False,False,True,False,False,8831,8640,191,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,"The file was rejected because the implementation used subtraction instead of addition and lacked the maximum cap logic, so I am rebasing with the correct logic and preserving existing constants."
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,7,344,escalate,adapt,False,False,True,False,False,8818,8640,178,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,The current file incorrectly subtracts the step and lacks the maximum cap logic required by the task.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,8,344,escalate,adapt,False,False,True,False,False,8816,8640,176,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,Rebasing the correct addition logic with the maximum cap while preserving the existing revision constants.
capped_advance-escalate-k8,rebuilt-action-crossed-corpus,8,1.0,2030,P1,P1,9,344,escalate,adapt,False,False,True,False,False,8820,8640,180,0,,,0,0,0.0,,,,,8000,8000,tail,0.03981481481481482,The previous edit incorrectly subtracted the step; this version adds the step and applies the maximum cap as required.
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,0,454,abandon,abandon,True,True,False,True,False,8825,8778,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.05172020961494646,The current file already implements the required case-insensitive lookup with the correct default behavior and signature.
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,1,454,abandon,abandon,True,True,False,True,False,8827,8778,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.05172020961494646,"The current file already implements the required case-insensitive lookup with the correct default behavior, fulfilling the task."
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,2,454,abandon,abandon,True,True,False,True,False,8823,8778,45,0,,,0,0,0.0,,,,,8000,8000,tail,0.05172020961494646,The current file already implements the required case-insensitive lookup with the correct default behavior.
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,3,454,abandon,abandon,True,True,False,True,False,8827,8778,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.05172020961494646,"The current file already implements the required case-insensitive lookup with the correct default behavior, fulfilling the task."
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,4,454,abandon,abandon,True,True,False,True,False,8827,8778,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.05172020961494646,"The current file already implements the required case-insensitive lookup with the correct default behavior, fulfilling the task."
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,5,454,abandon,abandon,True,True,False,True,False,8825,8778,47,0,,,0,0,0.0,,,,,8000,8000,tail,0.05172020961494646,The current file already implements the required case-insensitive lookup with the correct default behavior and signature.
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,6,454,abandon,abandon,True,True,False,True,False,8828,8778,50,0,,,0,0,0.0,,,,,8000,8000,tail,0.05172020961494646,"The current file already implements the required case-insensitive lookup with a default case-sensitive parameter, fulfilling the task."
casefold_lookup-abandon-k8,rebuilt-action-crossed-corpus,8,1.0,2050,P1,P1,7,454,abandon,abandon,True,True,False,True,False,8827,8778,49,0,,,0,0,0.0,,,,,8000,8000,tail,0.05172020961494646,"The current file already implements the required case-insensitive lookup with the correct default behavior, fulfilling the task."
